,original_date,update_date,county_city,originating_agency,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num,subject,priority,worked_by,overall_status,assignment_status,assigned_to,original_dt,update_dt,subject_split,subject_std
302,03/11/202007:50:29,03/11/202007:57:06,CowlitzLongview,CanterburyGardens,DEM­006,WA­2020311722,,Medical protectiveequipment/supplies,Life Saving,County,Unassigned,,,2020-03-11,2020-03-11,supplies,
303,03/11/202007:46:21,03/11/202007:49:57,CowlitzLongview,Somerset,DEM­005,WA­20203117943,,Medical protectiveequipment/supplies,Life Saving,County,Unassigned,,,2020-03-11,2020-03-11,medical protectiveequipment,
303,03/11/202007:46:21,03/11/202007:49:57,CowlitzLongview,Somerset,DEM­005,WA­20203117943,,Medical protectiveequipment/supplies,Life Saving,County,Unassigned,,,2020-03-11,2020-03-11,supplies,
304,03/10/202018:24:21,03/10/202018:38:21,KingSeattle,PHSKC,PH­202031018813,WA­202031018813,,RR 232S GuidanceBranch Director,IncidentStabilization,City,Completed,,,2020-03-10,2020-03-10,rr 232s guidancebranch director,
305,03/10/202018:32:28,03/10/202018:38:00,KingSeattle,PHSKC,PH­202031018165,WA­202031018165,,RR 233S FinanceLiaison,IncidentStabilization,City,Completed,,,2020-03-10,2020-03-10,rr 233s financeliaison,
306,03/10/202018:15:15,03/10/202018:23:57,KingSeattle,PHSKC,PH­202031018509,WA­202031018509,,RR 231S BehavioralHealth Strike Team,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,rr 231s behavioralhealth strike team,
307,03/10/202017:59:43,03/10/202018:14:57,KingSeattle,PHSKC,PH­202031017613,WA­202031017613,,RR 229S HCHNNurses,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,rr 229s hchnnurses,
308,03/10/202017:39:51,03/10/202017:45:06,KingSeattle,PHSKC,PH­20203101775,WA­20203101775,,RR 227S­Transcriptionist,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,rr 227s­transcriptionist,
309,03/10/202017:32:48,03/10/202017:38:12,KingSeattle,PHSKC,PH­202031017556,WA­202031017556,,RR 230S DRIS/PHNTrainer,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,rr 230s dris,
309,03/10/202017:32:48,03/10/202017:38:12,KingSeattle,PHSKC,PH­202031017556,WA­202031017556,,RR 230S DRIS/PHNTrainer,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,phntrainer,
310,02/07/202015:28:23,03/10/202017:05:58,KingSeattle,PHSKC,PH­20202715343,WA­20202715343,,RR 022 ­ Staffingand SchedulingAssistant,IncidentStabilization,City,Completed,Completed,,2020-02-07,2020-03-10,rr 022 ­ staffingand schedulingassistant,Staffing
311,03/05/202018:12:09,03/10/202016:54:15,KingSeattle,PHSKC,PH­20203518100,WA­20203518100,,RR 164 PhysicianSupport for LifeCare,Life Saving,City,Unassigned,,,2020-03-05,2020-03-10,rr 164 physiciansupport for lifecare,
312,03/10/202016:45:55,03/10/202016:54:05,KingSeattle,PHSKC,PH­202031016339,WA­202031016339,,RR 225S­ TestRequest Data Entry,IncidentStabilization,City,Unassigned,,,2020-03-10,2020-03-10,rr 225s­ testrequest data entry,
313,02/03/202007:19:48,03/21/202011:43:47,KingShoreline,WA State Dept ofHealth,NCoV0170,WA­2020237683,,ESF 8 Support,IncidentStabilization,State,On Scene,On Scene,Planning Section,2020-02-03,2020-03-21,esf 8 support,
314,02/08/202014:29:08,03/21/202011:43:47,KingShoreline,DOH IMT,DOH0208.0220 nCoV,WA­20202814206,,(2) BachelorsDegree in anybio medical,IncidentStabilization,State,On Scene,On Scene,Planning Section,2020-02-08,2020-03-21,(2) bachelorsdegree in anybio medical,
315,03/01/202019:12:08,03/21/202011:43:16,ThurstonTumwater,WA DOH,DOH T 0301.4,WA­20203119820,,OSC ­Shoreline ACC,IncidentStabilization,State,On Scene,On Scene,Planning Section,2020-03-01,2020-03-21,osc ­shoreline acc,
316,03/09/202009:18:34,03/21/202011:36:02,KingShoreline,DOH,DOH 0309.1,WA­2020399481,,PriorityTransport / ^,IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,prioritytransport,
316,03/09/202009:18:34,03/21/202011:36:02,KingShoreline,DOH,DOH 0309.1,WA­2020399481,,PriorityTransport / ^,IncidentStabilization,State,Completed,Completed,Logistics Section,2020-03-09,2020-03-21,^,
317,02/03/202008:09:50,03/21/202011:35:12,KingShoreline,WA State DeptHealth,NCoV0190,WA­2020238254,,"Laundry,Catering,MedicationSupport / ^",IncidentStabilization,State,Completed,CompletedCompletedCompleted,Logistics SectionLogistics SectionLogistics Section,2020-02-03,2020-03-21,"laundry,catering,medicationsupport",
317,02/03/202008:09:50,03/21/202011:35:12,KingShoreline,WA State DeptHealth,NCoV0190,WA­2020238254,,"Laundry,Catering,MedicationSupport / ^",IncidentStabilization,State,Completed,CompletedCompletedCompleted,Logistics SectionLogistics SectionLogistics Section,2020-02-03,2020-03-21,^,
318,01/30/202012:48:35,03/21/202011:33:32,ThurstonOlympia,WA DOH,NCoV01010,WA­202013012542,,Safety Officer /^,IncidentStabilization,State,Completed,Completed,Planning Section,2020-01-30,2020-03-21,safety officer,
318,01/30/202012:48:35,03/21/202011:33:32,ThurstonOlympia,WA DOH,NCoV01010,WA­202013012542,,Safety Officer /^,IncidentStabilization,State,Completed,Completed,Planning Section,2020-01-30,2020-03-21,^,
319,01/23/202016:46:38,03/21/202011:33:20,KingSeattle,Public HealthSeattle & KingCounty,nCoV 009KCOEM nCoV001,WA­202012316318,,3 MedicalEpidemiologist,IncidentStabilization,State,Completed,Completed,Planning Section,2020-01-23,2020-03-21,3 medicalepidemiologist,
320,01/31/202018:22:24,03/21/202011:33:03,ThurstonOlympia,WA State Dept ofHealth,NCoV0130,WA­202013118719,,"Staffing,DeputyPlanning Chief/ ^",IncidentStabilization,State,Completed,CompletedCompleted,Planning SectionPlanning Section,2020-01-31,2020-03-21,"staffing,deputyplanning chief",Staffing
320,01/31/202018:22:24,03/21/202011:33:03,ThurstonOlympia,WA State Dept ofHealth,NCoV0130,WA­202013118719,,"Staffing,DeputyPlanning Chief/ ^",IncidentStabilization,State,Completed,CompletedCompleted,Planning SectionPlanning Section,2020-01-31,2020-03-21,^,
321,03/22/202017:11:44,03/23/202012:56:04,GraysHarborMontesano,Grays HarborCountyEmergencyManagement,GHC­S­1,WA­202032218482,,*Grays HarborCountyConsolidatedList,IncidentStabilization,State,Accepted,Accepted,,2020-03-22,2020-03-23,*grays harborcountyconsolidatedlist,
322,03/23/202008:56:43,03/23/202012:47:39,CowlitzLongview,ConsolidatedCowlitz &WahkiakumCounty,COW/WAH ­001WA­20203238303,WA­20203238303,,*ConsolidatedCowlitz &WahkiakumCountyRequest List,IncidentStabilization,State,Accepted,Accepted,,2020-03-23,2020-03-23,*consolidatedcowlitz &wahkiakumcountyrequest list,
323,03/23/202010:55:33,03/23/202012:46:30,ColumbiaDayton,ColumbiaCountyEmergencyManagement,Columbia EMCovid 02,WA­202032310325,,Sanitizers,Life Saving,County,Unassigned,,,2020-03-23,2020-03-23,sanitizers,Disinfectant/Sanitizer
324,03/23/202008:03:34,03/23/202012:46:18,ColumbiaDayton,ColumbiaCountyEmergencyManagement,Columbia EMCovid 01Columbia EMCovid 01,WA­20203238882,,*ColumbiaCountyConsolidatedList,IncidentStabilization,State,Accepted,Accepted,,2020-03-23,2020-03-23,*columbiacountyconsolidatedlist,
325,03/15/202010:51:05,03/23/202012:38:57,AsotinAsotin,Asotin CountyEmergencyManagement,WA­202031510963AC001,WA­202031510963,,*ConsolidatedList for AsotinCounty,IncidentStabilization,State,Accepted,AcceptedAccepted,,2020-03-15,2020-03-23,*consolidatedlist for asotincounty,
326,03/11/202008:18:24,03/23/202012:32:43,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­11­001,WA­2020311880,,"Mask, N95Small,Medium,Large /Gown,Disposable /Gloves, Exam/ Mask,Procedure /HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-11,2020-03-23,"mask, n95small,medium,large",Masks
326,03/11/202008:18:24,03/23/202012:32:43,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­11­001,WA­2020311880,,"Mask, N95Small,Medium,Large /Gown,Disposable /Gloves, Exam/ Mask,Procedure /HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-11,2020-03-23,"gown,disposable",Gowns
326,03/11/202008:18:24,03/23/202012:32:43,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­11­001,WA­2020311880,,"Mask, N95Small,Medium,Large /Gown,Disposable /Gloves, Exam/ Mask,Procedure /HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-11,2020-03-23,"gloves, exam",Gloves
326,03/11/202008:18:24,03/23/202012:32:43,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­11­001,WA­2020311880,,"Mask, N95Small,Medium,Large /Gown,Disposable /Gloves, Exam/ Mask,Procedure /HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-11,2020-03-23,"mask,procedure",Masks
326,03/11/202008:18:24,03/23/202012:32:43,ChelanWenatchee,ChelanCountyEmergencyManagement,2020­03­11­001,WA­2020311880,,"Mask, N95Small,Medium,Large /Gown,Disposable /Gloves, Exam/ Mask,Procedure /HandSanitizer",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-11,2020-03-23,handsanitizer,Disinfectant/Sanitizer
327,03/20/202015:06:25,03/23/202012:29:43,SnohomishEverett,SnohomishHealthDistrict,SnoCo­20203201529,WA­20203201529,,Mobile HotSpots,IncidentStabilization,County,Cancelled,,,2020-03-20,2020-03-23,mobile hotspots,
328,03/20/202013:27:36,03/23/202011:34:18,SnohomishSnohomish,SnohomishHealthDistrict,Snoco­20203201376,WA­20203201376,,Pop up tents,IncidentStabilization,County,Cancelled,,,2020-03-20,2020-03-23,pop up tents,
329,03/21/202011:45:00,03/21/202016:24:20,PierceTacoma,PierceCountyEmergencyManagement,WA­20203211168530334,WA­202032111685,,1000 medicalsleeves,IncidentStabilization,County,Assigned,Assigned,,2020-03-21,2020-03-21,1000 medicalsleeves,
330,03/16/202011:51:17,03/21/202016:24:15,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,Kitsap ­ 019,WA­202031611707,,"mask, surgical/ mask, N95,regular /glasses, safety/ gown,isolation XL /wipes,sanitizing",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"mask, surgical",Masks
330,03/16/202011:51:17,03/21/202016:24:15,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,Kitsap ­ 019,WA­202031611707,,"mask, surgical/ mask, N95,regular /glasses, safety/ gown,isolation XL /wipes,sanitizing",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"mask, n95,regular",Masks
330,03/16/202011:51:17,03/21/202016:24:15,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,Kitsap ­ 019,WA­202031611707,,"mask, surgical/ mask, N95,regular /glasses, safety/ gown,isolation XL /wipes,sanitizing",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"glasses, safety",Goggles/Glasses
330,03/16/202011:51:17,03/21/202016:24:15,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,Kitsap ­ 019,WA­202031611707,,"mask, surgical/ mask, N95,regular /glasses, safety/ gown,isolation XL /wipes,sanitizing",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"gown,isolation xl",Gowns
330,03/16/202011:51:17,03/21/202016:24:15,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,Kitsap ­ 019,WA­202031611707,,"mask, surgical/ mask, N95,regular /glasses, safety/ gown,isolation XL /wipes,sanitizing",IncidentStabilization,County,Assigned,AssignedAssigned,,2020-03-16,2020-03-21,"wipes,sanitizing",Disinfectant/Sanitizer
331,03/19/202008:24:09,03/21/202016:24:03,KitsapBremerton,Kitsap CountyDept ofEmergencyMgt,WA­20203198178Kitsap ­034ESF6,WA­20203198178,,"Gloves,Disposable,Nitrile, Small,200",IncidentStabilization,County,Assigned,Assigned,,2020-03-19,2020-03-21,"gloves,disposable,nitrile, small,200",Gloves
332,02/16/202016:41:43,03/21/202016:24:03,KingShoreline,DOH IMT,DOH 0216.14DOH 0216.14,WA­20202161688,,DeputyIncidentCommander,IncidentStabilization,State,Cancelled,,,2020-02-16,2020-03-21,deputyincidentcommander,
333,03/18/202012:27:51,03/21/202016:23:54,GraysHarborAberdeen,Grays HarborCommunityHospital,T006GHC038,WA­202031812298,,"Ventilators,PB980Universal",IncidentStabilization,County,Assigned,Assigned,,2020-03-18,2020-03-21,"ventilators,pb980universal",
334,02/03/202013:53:15,03/21/202016:23:51,KingAlgona,WA DOH Lab,NCOV0210,WA­20202313945,,AssistantSafety Officer,IncidentStabilization,State,Cancelled,,,2020-02-03,2020-03-21,assistantsafety officer,
335,03/08/202011:31:17,03/21/202016:23:45,KingShoreline,DOH,DOH 0308.3,WA­20203811549,,PriorityTransport / ^,Life Saving,State,Completed,Completed,,2020-03-08,2020-03-21,prioritytransport,
335,03/08/202011:31:17,03/21/202016:23:45,KingShoreline,DOH,DOH 0308.3,WA­20203811549,,PriorityTransport / ^,Life Saving,State,Completed,Completed,,2020-03-08,2020-03-21,^,
336,02/26/202010:41:37,03/21/202016:23:44,KingShoreline,DoH IMT,WA­202022610265,WA­202022610265,,ESF­15 PIOSupport / ^,IncidentStabilization,State,Completed,Completed,,2020-02-26,2020-03-21,esf­15 piosupport,
336,02/26/202010:41:37,03/21/202016:23:44,KingShoreline,DoH IMT,WA­202022610265,WA­202022610265,,ESF­15 PIOSupport / ^,IncidentStabilization,State,Completed,Completed,,2020-02-26,2020-03-21,^,
337,03/06/202017:25:51,03/21/202017:49:34,KingShoreline,WA StateDepartmentof Health,DOH­T0306.41WA­20203617419,WA­20203617419,,"Staffing,Shoreline,DeputyLogisticsSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,shoreline,deputylogisticssection chief",Staffing
338,03/06/202017:18:16,03/21/202017:49:22,KingShoreline,WA StateDepartmentof Health,DOH­T0306.40WA­20203617760,WA­20203617760,,"Staffing,Shoreline,DeputyLogisticsSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,shoreline,deputylogisticssection chief",Staffing
339,03/06/202008:57:58,03/21/202017:49:16,KingShoreline,WA StateDepartmentof Health,DOH­T0306.11WA­2020368249,WA­2020368249,,"Staffing,Tumwater,Safety Officer",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,tumwater,safety officer",Staffing
340,03/06/202007:08:36,03/21/202017:49:16,KingShoreline,WA StateDepartmentof Health,DOH­T0306.1WA­2020367205,WA­2020367205,,"Staffing,Shoreline,Safety Officer",IncidentStabilization,State,Assigned,Accepted,,2020-03-06,2020-03-21,"staffing,shoreline,safety officer",Staffing
341,02/16/202016:33:58,03/21/202017:49:15,KingShoreline,DOH IMT,DOH 0216.12DOH 0216.12,WA­202021616702,,"Staffing,Shoreline,OperationsSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-02-16,2020-03-21,"staffing,shoreline,operationssection chief",Staffing
342,03/06/202016:58:28,03/21/202017:49:03,KingShoreline,WA StateDepartmentof Health,DOH­T0306.44WA­20203616819,WA­20203616819,,"Staffing,Shoreline,DeputyLogisitcsSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,shoreline,deputylogisitcssection chief",Staffing
343,03/08/202011:40:52,03/21/202017:48:51,KingShoreline,WADOH,DOH­S0308.1WA­20203811663,WA­20203811663,,"Staffing,Shoreline,OperationsSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-03-08,2020-03-21,"staffing,shoreline,operationssection chief",Staffing
344,03/06/202016:52:17,03/21/202017:48:45,ThurstonTumwater,WA StateDepartmentof Health,DOH­T0306.25WA­202036167,WA­202036167,,"Staffing,Tumwater,PlanningSection Chief",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,tumwater,planningsection chief",Staffing
345,03/06/202009:18:22,03/21/202017:48:45,ThurstonTumwater,WA StateDepartmentof Health,DOH­T0306.12WA­2020369428,WA­2020369428,,"Staffing,Tumwater,Safety Officer",IncidentStabilization,State,Assigned,Assigned,,2020-03-06,2020-03-21,"staffing,tumwater,safety officer",Staffing
346,03/16/202011:56:21,03/16/202014:30:30,SkagitAnacortes,BurlingtonFire,202003051215,WA­202031611277,,"Mask,N95",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask,n95",Masks
347,03/16/202012:01:36,03/16/202014:29:59,SkagitAnacortes,Skagit Fire05,202003070847,WA­202031612753,,"Mask, surgical",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask, surgical",Masks
348,03/16/202012:12:46,03/16/202014:29:38,SkagitAnacortes,AnacortesFire,202003090916,WA­202031612623,,"Mask,N95",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask,n95",Masks
349,03/16/202012:16:15,03/16/202014:29:19,SkagitAnacortes,SkagitFamilyHealth,202003041146,WA­202031612991,,"Mask, N95",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask, n95",Masks
350,03/16/202012:26:45,03/16/202014:28:50,SkagitAnacortes,SkagitFamilyHealth,202003041108,WA­202031612648,,"Mask,N95 ped",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask,n95 ped",Masks
351,03/16/202012:39:05,03/16/202014:28:19,SkagitAnacortes,Skagit Fire06,202003091318,WA­202031612613,,"mask, N95",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask, n95",Masks
352,03/16/202014:09:42,03/16/202014:27:27,SkagitAnacortes,Skagit CoFire 17,202003121030,WA­202031614135,,"mask, surgical",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"mask, surgical",Masks
353,03/16/202014:16:20,03/16/202014:27:08,SkagitAnacortes,Skagit CoFire 13,202003121035,WA­202031614818,,"gown, disposable",IncidentStabilization,County,Completed,,,2020-03-16,2020-03-16,"gown, disposable",Gowns
354,03/16/202014:02:15,03/16/202014:19:46,ClarkVancouver,Clark CountyPublicHealth,COVID­008,WA­202031614509,,PIO,IncidentStabilization,County,Unassigned,,,2020-03-16,2020-03-16,pio,
355,03/09/202013:36:19,03/16/202014:16:15,KingBellevue,City ofBellevue,BEL­2020391394,WA­2020391394,,Quarantine Facilityfor FirstResponders,IncidentStabilization,City,Assigned,Assigned,Operations Section,2020-03-09,2020-03-16,quarantine facilityfor firstresponders,
356,03/13/202009:59:18,03/16/202013:09:36,KingBellevue,City ofBellevue,BEL­20203139193KC­20203139193,WA­20203139193,,Shower Trailer,IncidentStabilization,County,Accepted,,,2020-03-13,2020-03-16,shower trailer,
357,03/12/202012:25:58,03/21/202016:11:12,GraysHarborOceanShores,Ocean ShoresFireDepartment,OSFD004/GHC009WA­202031212556,WA­202031212556,,Cavicide,IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,cavicide,
358,03/19/202011:00:47,03/21/202016:11:11,PacificSouth Bend,South BendPolice Dept.,WA­202031911850003,WA­202031911850,,"Masks, N95SurgicalMasks",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"masks, n95surgicalmasks",Masks
359,03/19/202017:39:28,03/21/202016:11:05,PacificSouth Bend,Pacific CountySheriff's Office,WA­202031917643,WA­202031917643,,"HandSanitizer,Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,"handsanitizer,mask, n95,",Masks
359,03/19/202017:39:28,03/21/202016:11:05,PacificSouth Bend,Pacific CountySheriff's Office,WA­202031917643,WA­202031917643,,"HandSanitizer,Mask, N95, /PPE",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-19,2020-03-21,ppe,PPE
360,03/12/202012:20:13,03/21/202016:11:04,GraysHarborOceanShores,Ocean ShoresFireDepartment,OSFD003/GHC008WA­202031212889,WA­202031212889,,"Glasses,safety",IncidentStabilization,County,Assigned,Assigned,Logistics Section,2020-03-12,2020-03-21,"glasses,safety",Goggles/Glasses
361,03/17/202015:37:28,03/21/202016:11:04,ClarkVancouver,Legacy Health,WA­20203171576CREOC­0009,WA­20203171576,,Respirator /Swab / TestTube,IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-17,2020-03-21,respirator,
361,03/17/202015:37:28,03/21/202016:11:04,ClarkVancouver,Legacy Health,WA­20203171576CREOC­0009,WA­20203171576,,Respirator /Swab / TestTube,IncidentStabilization,County,Assigned,AssignedAssigned,Logistics SectionLogistics Section,2020-03-17,2020-03-21,swab,SWABS
