,original_dt,update_dt,agency,county,city,subject,pty,worked_by,overall_stus,assignment_stus,assignee,jurisdictiont_tracking_num,state_tracking_num,emac_federal_ma_num
559,2020-03-19,2020-03-21,Ida Culver House Broadview,King,Seattle,procedure / Gloves / RR 362 (DO NOT DELETE) ­ PPE for Ida Culver House Broadview,Incident Stabilization,County,Assigned,Assigned,Logistics Section,"202031921928, RR 362 KC­ 202031921928",WA­ 202031921928,
560,2020-03-18,2020-03-21,Kitsap County Dept of Emergency Mgt,Kitsap,Bremerton,"Gowns, disposable, Mask, N95, small/ Mask, N95, Medium, / Mask, N95, Large, /PPE for Tier 1 EMS/First Responder",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 20203181166 Kitsap ­ 025BFD,WA­ 20203181166,
561,2020-03-18,2020-03-21,Westport Police,Grays,Harbor Westport,"Mask, N95",,County,Assigned,Assigned,Logistics Section,0001 GHC035,WA­ 20203181159,
562,2020-03-18,2020-03-21,Kitsap County Dept of Emergency Mgt,Kitsap,Bremerton,"Mask, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Kitsap ­ 024CKFR,WA­ 202031811433,
563,2020-03-19,2020-03-21,AFH Management,King,Renton,"Disinfectant, supplies, / Thermometer, / RR 358 (DO NOT REMOVE) ­ Disinfectant Supplies and Thermometers for AFH Management",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031919283, RR 358 KC­ 202031919283",WA­ 202031919283,
564,2020-03-19,2020-03-21,Gencare Ballard Landmark,King,Seattle,"Masks, N95 / RR 360 (DO NOT REMOVE) ­ PPE for Gencare Ballard Landmark",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031919934, RR 360 KC­ 202031919934",WA­ 202031919934,
565,2020-03-17,2020-03-21,Kitsap County Dept of Emergency Mgt,Kitsap,Bremerton,"Filter, Cover, PAPR, 20",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 20203179945 Kitsap ­ 021,WA­ 20203179945,
566,2020-03-17,2020-03-21,Riverside Place,Grays,Harbor Hoquiam,"Gloves, Exam, Medium, / PPE",Incident Stabilization,County,Assigned,Assigned,Logistics Section,RP­001 GHC034,WA­ 202031714124,
567,2020-03-19,2020-03-21,Aljoya Thornton Place,King,Seattle,"Gown, disposable, / Gloves, exam, medium, / RR 352 (DO NOT REMOVE) ­ PPE for Aljoya Thornton Place",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031916309, RR 352 KC­ 202031916309",WA­ 202031916309,
568,2020-03-19,2020-03-21,Affable Caring AFH LLC,King,Seattle,"Hand Sanitizer, / Thermometer, no contact, / RR 366 (DO NOT REMOVE) ­ Hand Sanitizer and Thermometer for Affable Caring AFH LLC",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031923280, RR 366 KC­ 202031923280",WA­ 202031923280,
569,2020-03-13,2020-03-21,City of Long Beach,Pacific,Long Beach,"Hand Sanitizer / Mask, N95 / Gown, disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PacificCo001 WA­ 202031310490,WA­ 202031310490,
570,2020-03-16,2020-03-21,Kitsap County Dept of Emergency Mgt,Kitsap,Bremerton,"mask, N95 / hand sanitizer",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Kitsap ­ 020,WA­ 202031616527,
571,2020-03-10,2020-03-21,Pierce County Emergency Management,Pierce,Tacoma,Particulate N95 / ^,Incident Stabilization,County,Completed,Completed,Logistics Section,28601,WA­ 202031014671,
572,2020-03-17,2020-03-21,Westhaven Villa,Grays,Harbor Aberdeen,"gowns, disposable, large",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WH001 GHC013,WA­ 202031714562,
573,2020-03-19,2020-03-21,UW Homeless Youth Clinic,King,Seattle,"Masks, Surgical / Gown, Procedure / RR 350 (DO NOT REMOVE) ­ PPE for UW Homeless Youth Clinic",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031914636, RR 350 KC­ 202031914636",WA­ 202031914636,
574,2020-03-12,2020-03-21,Kitsap County Administrative Services Department,Kitsap,Bremerton,"Hand Sanitizer / Glasses, Safety, Wipes",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Kitsap ­ 013,WA­ 202031211373,
575,2020-03-19,2020-03-21,Snoqualmie Hospital,King,Snoqualmie,"Masks, N95 / Masks, Procedure / RR 349 (DO NOT REMOVE) ­ PPE for Snoqualmie Hospital",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­ 202031914522, RR 349 KC­ 202031914522",WA­ 202031914522,
576,2020-03-12,2020-03-21,Kitsap County Human Services,Kitsap,Port Orchard,"Mask, N95 / Mask, Procedure / Gloves, Exam / Wipes / Glasses Safety",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Kitsap ­ 016,WA­ 202031216464,
577,2020-03-18,2020-03-21,Kitsap County Dept of Emergency Mgt,Kitsap,Bremerton,"Gowns, Disposable, Large, 2000",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031812984 Kitsap ­ 026OLYA,WA­ 202031812984,
578,2020-03-20,2020-03-23,Snohomish Health District,Snohomish,Snohomish,Folding Tables,Incident Stabilization,County,Accepted,,,Snoco­ 20203201460,WA­ 20203201460,
579,2020-03-20,2020-03-23,Snohomish County Medical Examiner,Snohomish,Everett,"Filters, Vapor Mask",Incident Stabilization,County,Completed,Completed,Movement Coordination,Snoco­ 202032010272,WA­ 202032010272,
580,2020-03-07,2020-03-23,DSHS for Long­Term Care Incident Command,Thurston,Lacey,"Staffing, EOC Overhead Team, Tumwater",Incident Stabilization,State,On Scene,On Scene,Planning Section,DSHS­0002 DSHS­0002,WA­ 20203710975,
581,2020-03-22,2020-03-22,Mason County Emergency Management,Mason,Shelton,*Mason County Consolidated List,Incident Stabilization,State,Accepted,Accepted,Logistics Section,Consolidated WA­ 2020322931,WA­ 2020322931,
582,2020-03-13,2020-03-22,Klickitat Valley Health,Klickitat,Bingen,UTM­RT medium,Incident Stabilization,County,Unassigned,Assigned,Logistics Section,KVH­3 02600004,WA­ 202031314958,
583,2020-03-22,2020-03-22,DSHS,Pierce,Lakewood,PPE,,County,Unassigned,,,DSHS­0026,WA­ 202032218699,
584,2020-03-17,2020-03-22,KCEMS1,Klickitat,Bingen,*Klickitat County Consolidated List,Incident Stabilization,County,Accepted,Assigned,Logistics Section,260026,WA­ 202031711393,
585,2020-03-11,2020-03-22,Klickitat Valley Health,Klickitat,Bingen,Swabs,Incident Stabilization,County,Unassigned,Assigned,Logistics Section,KVH­2 026500003,WA­ 202031112168,
586,2020-03-17,2020-03-22,KCEMS1,Klickitat,Goldendale,"Gloves, Disposable, Medical",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,260028,WA­ 20203171145,
587,2020-03-13,2020-03-22,Klickitat Valley Health,Klickitat,Goldendale,UTM­RT Media,Incident Stabilization,County,Unassigned,Assigned,Logistics Section,KVH­3 026500004,WA­ 202031314997,
588,2020-03-14,2020-03-22,Klickitat Fire District 3,Klickitat,Goldendale,"Masks, N95",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,2600007,WA­ 202031411109,
589,2020-03-14,2020-03-22,Klickitat Fire District 3,Klickitat,Goldendale,Surgical Gowns,Incident Stabilization,County,Unassigned,Assigned,Logistics Section,2600009,WA­ 202031411146,
590,2020-03-16,2020-03-22,KCEMS1,Klickitat,Goldendale,"Mask, N95",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,260017,WA­ 202031618209,
591,2020-03-14,2020-03-22,Klickitat Fire District 3,Klickitat,Bingen,"Masks, N95",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,2600006,WA­ 202031411550,
592,2020-03-16,2020-03-22,KCEMS1,Klickitat,Goldendale,"Mask, N95",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,WA­ 202031617175 0260015,WA­ 202031617175,
593,2020-03-16,2020-03-22,KCEMS1,Klickitat,Goldendale,"Mask, N95",Incident Stabilization,County,Unassigned,Assigned,Logistics Section,260018,WA­ 202031618328,
594,2020-03-17,2020-03-22,KCEMS1,Klickitat,Goldendale,Disposable Surgical Gowns,Incident Stabilization,County,Unassigned,Assigned,Logistics Section,260023,WA­ 202031710183,
595,2020-03-20,2020-03-21,Astria Toppenish Hospital,Yakima,Toppenish,"Masks, N95 / Gowns, Isolation, Masks, Surgical / Hand Sanitizer",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202032012867 02­0202 RRQ­ 015,WA­ 202032012867,
596,2020-03-19,2020-03-21,Mountainview Home Health,Yakima,Yakima,"Mask, surgical, 4 boxes",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031916789 02­0202 RRQ­ 014,WA­ 202031916789,
597,2020-03-13,2020-03-21,Coventry House Assisted Living,Adams,Othello,"Mask, N95 / gown, disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031316881,WA­ 202031316881,
598,2020-03-18,2020-03-21,Mid­Valley Community Clinic,Yakima,Sunnyside,"Masks, Hand Sanitizer, Respirator",Incident Stabilization,County,Assigned,Assigned,Logistics Section,02­0202 RRQ­ 012,WA­ 202031816718,
599,2020-03-18,2020-03-21,Selah Fire Department,Yakima,Selah,"Mask, N95, 100 / Gown, disposable, 100 / Isolation Gowns",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031816462 02­0202 RRQ­ 013,WA­ 202031816462,
600,2020-03-13,2020-03-21,Coventry House Assisted Living,Adams,Othello,"Mask, procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,AdamsCo001 WA­ 202031316511,WA­ 202031316511,
601,2020-03-16,2020-03-21,Jefferson County Sheriff,Jefferson,Port Hadlock,"Shield, face",Incident Stabilization,County,Assigned,Assigned,Logistics Section,JCSO31620­4 200256,WA­ 202031618647,
602,2020-03-17,2020-03-21,Yakima Health District,Yakima,Yakima,"Test, COVID­19",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031716748 02­0202 RRQ­ 004,WA­ 202031716748,
603,2020-03-16,2020-03-21,Jefferson County Sheriff,Jefferson,Port Hadlock,"Suits, Tyvek",Incident Stabilization,County,Assigned,Assigned,Logistics Section,JCSO31620­2 200256,WA­ 202031617237,
604,2020-03-17,2020-03-21,City of Yakima,Yakima,Yakima,"Mask, N95, / PPE Supplies",Incident Stabilization,County,Accepted,,,WA­ 20203171653 02­0202 RRQ­ 008,WA­ 20203171653,
605,2020-03-18,2020-03-21,San Juan County DEM,San Juan,Friday Harbor,COVID19 Testing Supplies,,County,Unassigned,,,Covid19.1001 Covid19.1001,WA­ 202031815458,
606,2020-03-21,2020-03-21,Forest Ridge Senior Center­SHD,Snohomish,Mountlake Terrace,"Mask, N95",Incident Stabilization,County,Accepted,,,1239 SNOCO­ 202032114916,WA­ 202032114916,
607,2020-03-21,2020-03-21,Forest Ridge Senior Center­SHD,Snohomish,Bothell,Gown,Incident Stabilization,County,Accepted,,,1236 Snoco­ 202032114173,WA­ 202032114173,
608,2020-03-21,2020-03-21,"Aacres WA, LLC­ SHD",Snohomish,Mountlake Terrace,"Gown, Disposable",Incident Stabilization,County,Accepted,,,1235 Snoco­ 202032113531,WA­ 202032113531,
609,2020-01-31,2020-03-21,WA State DOH,King,Shoreline,Healthcare System Support Specialist,Incident Stabilization,State,On Scene,On Scene,Planning Section,NCoV0120,WA­ 202013117784,
610,2020-02-09,2020-03-21,DOH IMT,King,Shoreline,Custody Staff (1) & Car (1),Incident Stabilization,State,On Scene,On Scene,Planning Section,DOH 0208.07,WA­ 2020298844,
611,2020-03-19,2020-03-21,City of Spokane Fire,Spokane,Spokane,"Large, 30,000 / Gown, Disposable, XL, 30,000",Incident Stabilization,County,Assigned,Assigned,Logistics Section,COS­003,WA­ 20203199129,
612,2020-03-04,2020-03-21,HOLY FAMILY HOSPITAL,Spokane,Spokane,"Mask, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­006,WA­ 20203410464,
613,2020-03-04,2020-03-21,Sacred Heart Medical,Spokane,Spokane,"Gloves, Exam, Large",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SH­015 WA­ 20203413504,WA­ 20203413504,
614,2020-03-04,2020-03-21,Sacred Heart Medical,Spokane,Spokane,"Gloves, Exam, XL",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SH­014,WA­ 2020341376,
615,2020-03-04,2020-03-21,HOLY FAMILY HOSPITAL,Spokane,Spokane,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­008,WA­ 20203410962,
616,2020-03-04,2020-03-21,HOLY FAMILY HOSPITAL,Spokane,Spokane,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­007,WA­ 20203410981,
617,2020-03-04,2020-03-21,Sacred Heart Medical,Spokane,Spokane,"Mask, Surgical",Incident Stabilization,County,Assigned,Assigned,Logistics Section,SH­011,WA­ 2020349421,
618,2020-03-04,2020-03-21,Providence st joseph health,Spokane,Spokane,"Gloves, Exam, X­ Large",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­014,WA­ 2020349509,
619,2020-03-04,2020-03-21,Providence st joseph health,Spokane,Spokane,GOWN ISOLATION,Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­013,WA­ 2020349474,
620,2020-03-04,2020-03-21,Holy Family Hospital,Spokane,Spokane,"Gloves, Exam, Medium",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­018,WA­ 2020349947,
621,2020-03-04,2020-03-21,Providence st joseph health,Spokane,Spokane,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,HF­011,WA­ 2020349378,
622,2020-03-17,2020-03-21,Bethany at Pacific ­ SHD,Snohomish,Everett,"Mask, procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 20203171597 SnoCo­ 20203171597,WA­ 20203171597,
623,2020-03-16,2020-03-21,WWMG Pulmanary,Snohomish,Everett,"Gloves, Medium",Incident Stabilization,County,Assigned,Assigned,Logistics Section,141C SNOCO ­ 202031616434,WA­ 202031616434,
624,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Staffing, Shoreline, Deputy Logistics Section Chief",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.37 WA­ 20203617725,WA­ 20203617725,
625,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Shoreline, Deputy Logistics Section Chief",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.39 WA­ 20203617834,WA­ 20203617834,
626,2020-03-06,2020-03-21,WA State DOH,King,Shoreline,"Staffing, Shoreline, Deputy Logistics Section Chief",Incident Stabilization,State,Assigned,Assigned,Planning Section,DOH­T 0306.41 WA­ 20203617419,WA­ 20203617419,
627,2020-03-06,2020-03-21,Renton Pediatric Associates,King,Renton,"Procedure, Small / Mask, Procedure / Gown, disposable",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­20203616471 KC­20203616471,WA­ 20203616471,
628,2020-03-11,2020-03-21,Emerald Heights,King,Redmond,"RR 239 / mask, procedure / shield, face / gown, disposable / disinfectant, wipes, spray",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­202031113968 WA­202031113968,WA­ 202031113968,
629,2020-03-16,2020-03-21,Swedish First Hill Medical,King,Seattle,"RR 296 / mask, N95 TB filter / Mask, N95 particulate / mask surgical, fluidshield / mask, surgical nofog w/shield / mask anti­fog / mask, surgical so­ soft / shield, face, full guard / gown, isolation XL / gloves, exam LRG / Gloves, exam LRG / gloves, exam SM / gloves, exam XSM / gloves, exam MED",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­202031615772, RR 296 WA­ 202031615772",WA­ 202031615772,
630,2020-03-14,2020-03-21,Whatcom County Health Department,Whatcom,Lynden,Hand Sanitizer / Wipes,Incident Stabilization,County,Assigned,Assigned,Logistics Section,20­0265/Whatcom 0013 (Christian HCC) WA­ 202031411600,WA­ 202031411600,
631,2020-03-13,2020-03-21,United Friends Group Homes,King,Seattle,"RR 262 / gloves / mask, procedure / glasses, safety / gown",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­202031316267 KC­202031316267,WA­ 202031316267,
632,2020-03-17,2020-03-21,PHSKC,King,Seattle,PPE,Incident Stabilization,County,Assigned,Assigned,Logistics Section,KC­202031711106,WA­ 202031711106,
633,2020-03-11,2020-03-21,King County Fire District 36,King,Woodinville,"Shield, Face / Gown, Disposable / Mask, N95 / HEPA Filter",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WO2020­01 KC­202031119509,WA­ 202031119509,
634,2020-03-05,2020-03-21,University of Washington Medicine,King,Seattle,"RR 153 / mask, N95, particulate / hood, hepa, hood respirator / headcover versaflow, , gown, disposable, goggles, shield, face / mask, procedure / mask surgical /",Incident Stabilization,County,Accepted,Assigned,Logistics Section,PH ­ 20203514346 WA­20203514346,WA­ 20203514346,
635,2020-03-14,2020-03-21,Whatcom County Health Department,Whatcom,Bellingham,"Mask, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,20­0265/Whatcom 0014 (Bellingham NFM) WA­ 202031412493,WA­ 202031412493,
636,2020-03-13,2020-03-21,Puget Sound Regional Health Services,King,Renton,"Mask, N95",Incident Stabilization,County,Assigned,Assigned,Logistics Section,WA­ 202031313984,WA­ 202031313984,
637,2020-03-17,2020-03-21,Columbia Lutheran Home,King,Seattle,"Gowns, Masks ­ Procedure, Goggles RR 320 (DO NOT REMOVE) ­ PPE for Columbia Lutheran Home",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­202031715974, RR 320 KC­202031715974",WA­ 202031715974,
638,2020-03-13,2020-03-21,Seattle Indian Health Board,King,Seattle,"RR 257 / gloves, exam, medium, large",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PH­ 202031313880/KC­ 202031313880 WA­ 202031313880,WA­ 202031313880,
639,2020-03-09,2020-03-21,Virginia Mason Medical,King,Seattle,"Mask, N95, Small / Mask, N95, Large",Incident Stabilization,County,Assigned,Completed,Logistics Section,PH­2020398517 KC­2020398517,WA­ 2020398517,
640,2020-03-17,2020-03-21,PHSKC,King,Seattle,"Gloves, Nitrile, Large, / Gloves, Nitrile, medium / PPE",Incident Stabilization,County,Assigned,Assigned,Logistics Section,KC­202031711510,WA­ 202031711510,
641,2020-03-03,2020-03-21,Skagit Regional Health,Skagit,Mount Vernon,N­95 Masks,Incident Stabilization,County,Accepted,Completed,Logistics Section,2.02003E+11,WA­ 2020339475,
642,2020-03-17,2020-03-21,King County Correctional Facilities (KCCF),King,Seattle,"Gown, Disposable, / RR 312 (Do Not Remove): PPE for King County Correctional Facilities",Incident Stabilization,County,Assigned,Assigned,Logistics Section,"PH­20203179567, RR 312 WA­20203179567",WA­ 20203179567,
643,2020-03-13,2020-03-21,Island House Senior Living,King,Mercer Island,"Masks N95 / Masks, Surgical",Incident Stabilization,County,Assigned,Assigned,Logistics Section,MI­005 KC­202031316656,WA­ 202031316656,
644,2020-03-14,2020-03-21,Whatcom County Health Department,Whatcom,Ferndale,"Mask, Procedure",Incident Stabilization,County,Assigned,Assigned,Logistics Section,Whatcom­00016 (London Health Center) WA­ 202031415525,WA­ 202031415525,
645,2020-03-10,2020-03-21,Thurston County Emergency Management,Thurston,Olympia,"Mask, Procedure / Gown, Disposable / Shield, Face",Incident Stabilization,County,Assigned,Assigned,Logistics Section,TH­ 202031011142 TH­ 202031011142,WA­ 202031011142,
646,2020-03-13,2020-03-21,Swedish Edmonds Medical,Snohomish,Edmonds,"Gown, ISO",Incident Stabilization,County,Assigned,Assigned,Logistics Section,ED013/SnoCo­ 202031313646 WA­ 202031313646,WA­ 202031313646,
647,2020-03-12,2020-03-21,SnoPUD,Snohomish,Everett,"Sanitizer, Hand",Incident Stabilization,County,Assigned,Assigned,Logistics Section,PO#4500059280 SnoCo­ 202031214523,WA­ 202031214523,
648,2020-03-09,2020-03-21,Thurston County Emergency Management,Thurston,Olympia,"Mask, Procedure / Gown, Disposable / Goggles, Safety",Incident Stabilization,County,Assigned,Assigned,Logistics Section,TC­2020399457 TC­2020399457,WA­ 20203910453,
